Print Media;Mass Media,im definitely a fan  its a coupon book for 30 bucks last a ful year there are always high end buffets for half price so you easily make your money back on the buffet alone  there are some deals on hotels as well  have used it all over the city. if you are a vegas local i would say check it out
Print Media;Mass Media,Was a member since day 1  subscriber for years. Wrote a letter asking how they chose their question of the day because they keep posting they need new questions and the ones they post are not interesting to the majority of people. After months  received a snotty  unprofessional response from Jessica Roe who has such thin skin she took my question as a personal insult to her. If the shoe fits...........some people will never  ever get what Customer Service means and she is at the top of the list. Will now unsubscribe.
Print Media;Mass Media,This is my third year purchasing Las Vegas Advisor coupon books  and I can't say enough nice things about them. We save so much money every year  and they get us to try new places that we haven't been to before. A friend of mine who comes to town several times a year has gotten hooked on them too. They pay for themselves in just a few uses (buffets at Mirage and Planet Hollywood and they're already paid for!)  and don't have all the stipulations that casinos love to include (earning points before use  etc.). I really enjoy the online newsletter too. I just think this is the best buy in Las Vegas!
Print Media;Mass Media,The Advisor is a great news...letter that comes out every month. To cut to the chase  they also are online: http://www.lasvegasadvisor.com/  The newsletter itself is very small for what you pay for it. But it's very dense with information. Anthony Curtis is the resident gambling genius! For over a decade! Once he drew attention to a small bar because they set their payoffs 1-2% lower than all the others in the valley. Anthony was the only person to go nuts over this as the masses of people he... advised didn't seem to pay attention at this incredible incident.   It's known for posting a now world famous list of 5 og the biggest bargains in town every week. It's listed the 99-cent cocktail  $3.00 steak and eggs and other graveyard specials. It's been the forefront of hotels this year that have had dirt cheap room rates around or under $20/ NIGHT. In JULY  traditionally the busiest month of the year  along with August.  There is one other newsletter like this that I can't seem to find on yelp. It doesn't even have a blank listing  so I may start it when I find enough business information.  Las Vegas Advisor is definitely one of the jewels of Vegas.
Print Media;Mass Media,Insider's guide to Las Vegas  baby. & Amazing coupon offers. No brainer here.
Health & Medical;Hair Removal;Medical Spas;Beauty & Spas;Laser Hair Removal;Weight Loss Centers,I didn't have any beauty treatment here.  I went there for wellness care and I had 4 appointments with the chiropractor there  who does a wellness program that includes evaluation and supplements.   I liked him right away  I think he knows his stuff too.  I was initially excited to work with him on my various issues.  I was discouraged to talk about costs but at the end of my 3 day evaluation I was hit with a $6 000 fee to start treatment.  This is the second time this has happened to me from a chiropractor that offers wellness programs.  The first one wanted $9 000. At least with this one  I walked away with some good advice and knowledge about my body.  But I must admit I felt setup because he knew from the beginning what the cost would be.  So if you can afford it I say go for it.
Health & Medical;Hair Removal;Medical Spas;Beauty & Spas;Laser Hair Removal;Weight Loss Centers,Lynette is by far the best technician.  Not only have my blemishes and issues disappear way before those of others....I consider Lynette a wonderful human being. I seriously trust this woman with my skin and my life. She's a true angel.
Health & Medical;Hair Removal;Medical Spas;Beauty & Spas;Laser Hair Removal;Weight Loss Centers,I had a worthwhile therapeutic massage from Kat.  Kat found knots in muscles everywhere! She worked them out semi-painfully  but I knew it was worth a moment of pain to get true muscle relief.   I found this place through Groupon  and I will definitely be going again.
Health & Medical;Hair Removal;Medical Spas;Beauty & Spas;Laser Hair Removal;Weight Loss Centers,"Let me begin with the positive. My therapist and massage was first rate and I am happy I bought the groupon discount.  On the negative side  Valhalla Med Spa felt sterile  like a doctor's office. There was absolutely no ambiance whatsoever. I booked an aromatherapy massage and that was a joke. I was shown a selection of essential oils and asked to choose a bottle. If any were burned  placed  etc.  I never smelled a thing (and I have a sensitive nose). There were no warm towels  cushy robes  candles  nice smells  or adequate music. The music  in fact  was a tinny Josh Grobon CD and sounded like it came from a $20 cd player without real speakers. If Valhalla wants ratings as a ""spa""  it needs to step up the ambiance.  Finally  if I had paid full price I would have been sorely disappointed  regardless of the actual massage. I expected the whole massage experience  not just the rub. For the discounted massage rate of $50  it was worth it and I would and did book again. Full price--nope.  PS The staff was professional (again  like a doctor's office)  but I did not get the tour or explanations Leslie R received."
Health & Medical;Hair Removal;Medical Spas;Beauty & Spas;Laser Hair Removal;Weight Loss Centers,I got a groupon for this place. I checked it out and the facial I would give an OK  Mary  was very nice and professional however I wish I would have known that the facial only last 35 minutes and the room was right by the front desk so we were both listening to their conversation and laughs. Not relaxing at all. Oh well. On my way out I was told that I am getting a second service too I wish they would have told me when I made my reservation. The Medspa is kinda old school needs a face lift we are in 2014 but clean :) Check out my pics!
Health & Medical;Hair Removal;Medical Spas;Beauty & Spas;Laser Hair Removal;Weight Loss Centers,I've been going to the med spa for almost 3 years. They've done wonders with my skin.; I've done skin tightening  photofacials  peels and oxygen facials. They are all so soothing-with the added benefits of glowing skin and taking years away.
Health & Medical;Hair Removal;Medical Spas;Beauty & Spas;Laser Hair Removal;Weight Loss Centers,Great professional service  great doctor who cares about his patients.  Close by in shopping center  large area for parking.  Quick in and out service.
Health & Medical;Hair Removal;Medical Spas;Beauty & Spas;Laser Hair Removal;Weight Loss Centers,Expert care and incredible people skills best describe Lynette the best esthetician on the planet! Your face is in great hands with Lynette! Cutting edge treatments for your entire body.
Health & Medical;Hair Removal;Medical Spas;Beauty & Spas;Laser Hair Removal;Weight Loss Centers,Lynette  hands down the best. She really knows how to work miracles. Her skin just proves that she knows the secrets & what she's talking about. The staff of ladies are all so sweet and helpful. I love this place!! Thank you Lynette  your amazing!!
Health & Medical;Hair Removal;Medical Spas;Beauty & Spas;Laser Hair Removal;Weight Loss Centers,"Unprofessional & rude.  Be careful if you go for wellness/weight loss the lady is not a Physician  PA or NP. I asked Dr. Weingrow what her clinical title was and he just said ""my assistant"" she ""prescribed"" me with diet pills and a thyroid pill without even checking or being aware of my medical history. I called my primary physician  and he immediately asked me not to take the pills.  They also offer services outside of the clinic for a discounted price."
Health & Medical;Hair Removal;Medical Spas;Beauty & Spas;Laser Hair Removal;Weight Loss Centers,I actually found this place from a Groupon. I am so glad I bought it  the staff was professional and courteous. Their office was welcoming  warm and had a very relaxing atmosphere. The lady who took care of me was fantastic in every way. She gave me a tour of their building and explained the different types of products and procedures that they offered at the spa and adjoining medical office/chiropractic center. I was very impressed. I will be going back  and I definitely recommend this place to everyone.
Health & Medical;Hair Removal;Medical Spas;Beauty & Spas;Laser Hair Removal;Weight Loss Centers,I had a group-on for Zerona treatment  was a rip off...I didn't feel anything nor did the girl explain anything to me. I looked up the reviews on this machine and its a scam. The lady did not answer one question for me. My timer went off and 10 minutes later she came in and told me to flip.The office manager wouldn't refund my money. Once you question them they are very unprofessional and do not care about customer service esp the little red head girl they have working in the front If I was you and you want a nice and pleasant visit go to another spa.
Contractors;Office Cleaning;Professional Services;Home Services;Home Cleaning,This company takes really good care of our office. They come once a week and it is completely spotless every time. We have been using them for about 2 years and we haven't had any incidents whatsoever. Great company and great prices!!!
Contractors;Office Cleaning;Professional Services;Home Services;Home Cleaning,2 Good was recommended to me by a friend who uses them  They arrived at my home at the promised time  were very cordial and did a very good job at a fair price. what more could one ask! Thank you Robert and Judith !
Contractors;Office Cleaning;Professional Services;Home Services;Home Cleaning,Incredible job cost me $200 the home was absolutely disgusting and this cleaning service made it like brand new see pics.    Will always use these guys
Contractors;Office Cleaning;Professional Services;Home Services;Home Cleaning,This company was horrible to deal with  they were rude  late and then couldn't do the cleaning they advertised. Would never recommend them to anyone it would just be a huge waste of time. Scheduled for them to come out at 9am  they didn't arrive until 10:30 and then they couldn't do the work they told me over the phone they could do  when confronted about it  the owner was rude and swore at me over the phone. Do yourself a favor  avoid this place.  They have also taken down their thumbtack profile because of negative reviews.   This company cannot be trusted.
Health & Medical;Pediatric Dentists;Dentists,"I don't even know where to start! If you're thinking about bringing your kids here....DON'T!! I have 2 young children (5 & 6)  we've been to this office a total of about 4 times. Yes the office is nice and clean with lots for the kids to do. Yes the front office staff is friendly. With that out of the way...they rip you off and don't even have a dental hygienist. A couple of months ago I realized the ""hygienist"" was only polishing my son's teeth and never took the scaler out to clean his teeth. When I asked her why  she said only the dentist can. I said but aren't you a dental hygienist? She told me she was. Later I find out from Dr Boi that he doesn't staff a hygienist because he likes to do the scaling himself. But he only scaled 2 teeth in the front. If you don't have a hygienist then why did your dental assistant tell me she was??  Most insurances don't cover nitrous oxide. Last year this office charged me $20 for nitrous...this year $111. My son had 2 appointments this month to get his cavities filled. one today and one 2 weeks from now. So now i'm paying $222 just for nitrous. I call them today to tell them I will pay the $111 for my visit today but if they wants to keep my children as patients they will have to charge me less on my next visit. The answer to that was not only NO but do not bring your child to your appt today because Dr Boi ""doesn't feel comfortable working on your child"".  REALLY DR BOI!!  That is so unprofessional. That action doesn't show any concern for my child's dental health.  I was willing to pay the full amount today and just find another dentist next year to fill the rest for his cavities. I guess this makes you feel like you won  you broke up with us before we could break up with you. Sounds like High School stuff"
Health & Medical;Pediatric Dentists;Dentists,My son has been with Cavity Busters for over a year now. The office is pleasantly decorated in favor of their tiny patients.  Its not cold and overwhelming like typical offices. On my son's last x-ray  Dr. Bui informed me of an adult tooth that was coming in quickly and suggested that the baby tooth be extracted. My husband and I were nervous about the extraction and wanted to put off the appointment for later on. The adult tooth as predicted by the Dr. came in and we had no choice but to extract. We got an appointment same day and everything went smoothly.  It took approximately 15 minutes and Dr. Bui joked with my son the entire time.  I couldn't have asked for a better experience.
Health & Medical;Pediatric Dentists;Dentists,My two kids' first dentist. Dr. Bui is the best. He is compassionate and sweet. Their office is nice and clean. Too bad we changed insurance plans. I would definitely recommend him!
Health & Medical;Pediatric Dentists;Dentists,I love this place!! They always treat my kids great. The staff and Dr. Bui is awesome.
Health & Medical;Pediatric Dentists;Dentists,We have always driven past this location numerous times and realized  our daughter needs her teeth cleaned. So we checked  they accept our insurance  and are fairly close to the house. Our first appointment  had to be rescheduled because of a miscommunication of the appointment time. They said 10 but we wrote down and have a card that says 10:30  so when we arrived we were told we were too late and needed to reschedule. Big bummer!  So we rescheduled  my husband took our daughter and she was so well behaved she earned a coin! My husband was so excited because he's Vietnamese and to his surprise the so is Dr. Bui! So they of course had some stuff to talk about.   What I'm impressed with is the staff does their best to keep the place clean  full of toys to ease the dentist worries  and a very kid-friendly environment. Our family has a bunch of kids and I plan of spreading the good word of this fabulous office!
Health & Medical;Pediatric Dentists;Dentists,"I forgot how condescending Dr. Bui is until my 10 son's last visit. He had to have  teeth extracted cause his permanent teeth were coming in with no place to go. I had on our last visit  told his office I was concerned about them being able to get him numb enough because of my family history (my mother   sister  a niece  and myself ) have a extremely hard time getting numb from Lidocaine and Novocaine. I found out my son also suffers from this and could they please use Marcaine . They wait until we are in the office after waiting months for this appointment to tell me we don't use Marcaine and they could refer us to an oral surgeon. I say "" That since we are already here to do it and if he is in pain I will stop them.""                                           So he starts talking to my son like he is a 2 year old baby while they give him the laughing gas.They gave him shot after shot after shot.lost track of how many   he then tells my son that i tricked him that he can get him numb. Really?! My son started saying it hurts while he is twisting the tooth out. So guess what more shots for my son.When he is finished pulling his teeth he basically called me a liar in front of my son because he got him  numb eventually but not enough. My son told me after we got home that it hurt while he pulled them out but the nitrous oxide rendered him unable to verbalize fully. My insurance is not accepted everywhere so my options are severely limited so I am stuck . Don't let the fact that their waiting room has games and looks kid friendly.fool you. The fact is I have taken my kids there 3 times because I have no choice  but if you have good insurance and can go anywhere please don't go here.."
Health & Medical;Pediatric Dentists;Dentists,Complete rip off! They are beyond money hungry. They milk the insurance company  then come after your wallet! Be careful don't let the niceness and color office fool you  that's how they suck you in. Before agreeing to any surgeries for your child with this company get a second opinion!!! Not even worth the one star!
Health & Medical;Pediatric Dentists;Dentists,We have had a few experiences with this office. Everybody tends to be a little condescending with the exception of the front office staff. I usually leave this office feeling a bit uncomfortable. They have treated my oldest daughter with no problems  but like other posters mentioned  some of the comments they make are unnecessary. My youngest daughter was a little more hesitant at this office. This is when I noticed how they lack patience. They give up very easily and become frustrated when children do not cooperate immediately. I decided to take my daughter elsewhere and she had a great experience. She got all of her work done with no crying or squirming.  Overall  this office is ok for regular check ups  but not the best in town. If your children need work done  go elsewhere.
Health & Medical;Pediatric Dentists;Dentists,"I am confident and comfortable bringing my 8 year old to see Dr. But he has all the things kids love in the waiting room. He used ""happy air"" and worked like a charm for my son when he needed fillings. The ladies are all friendly the wait is never too long. My appointment it always on time and Dr. But and his staff get the job done accordingly. My son doesn't do well with doctors he hates anyone poking around his mouth but he's completely okay when they do his cleaning! Shocking! I will be a regular patient and now I am introducing my 3 year old to him"
Health & Medical;Pediatric Dentists;Dentists,Great experience... Laura was very helpful  answered all my questions. Definitely a kid friendly facility. My daughters weren't scared at all...
Health & Medical;Pediatric Dentists;Dentists,My 20 month old had his first dentist visit ever and as parents  we were happy over-all. They did not do anything invasive (no x-rays) or anything complicated which was good. Already booked for his next appointment in 6 months!
Health & Medical;Pediatric Dentists;Dentists,"This was my second visit & now I remember why I  didn't like this office. The front staff is wonderful  they fitted me in their schedule last minute & were so helpful  unfortunately I can't say the same about the back office assistants. Excuse my language but they ALL had Bitch-face! For a children's dentist these ladies are not a good fit. Maybe it was too early for them & they didn't get their morning cup of coffee  but working with children you can at least have a smile on your face. The pregnant one in specific  stated to the Dr. she was unable to get x-rays when no such thing came about. Waiting 30 mins to be seen  the dentist was just OK  explains things to you as if you are oblivious to what he's saying. Explaining over & over..saying  ""You need to understand..."" I definitely will not bring my son back to this office  just based off the staffs unfriendliness. Children are nervous enough already try putting a smile on your face & be approachable."
Health & Medical;Pediatric Dentists;Dentists,Best dentist and great staff. Dr. Bui knows how to make the kids comfortable and as a pediatric dentist you can tell that he loves working with kids and that he takes time to make his office really kid-friendly. They put effort into putting awesome decorations and amenities so the kids can enjoy their stay. I highly recommend this place!
Health & Medical;Pediatric Dentists;Dentists,A visit to the dentist office isn't always the easiest trip for kids  mine included.  Dr. Bui and his hygenists are fantastic!  Super pleasant  patient and do everything they can to put your child at ease with all the instruments going in their mouth.  The experience starts at the front office with Natalie. She has all the answers you are seeking  and super friendly and welcoming!  It's awesome to walk in to a doctor's office and have someone greet you and not treat you as just another number.
Health & Medical;Pediatric Dentists;Dentists,He's great! Makes all 3 of my kids feel comfortable happy and he makes it fun! Wall decor is great at distracting kids and making it fun! There reward idea with the machine tokens is awesome !
Health & Medical;Pediatric Dentists;Dentists,I've been coming here for years  and Dr Bui & his staff are amazing. With 3 kids  we've had lots of cleanings  a couple emergency visits  and anything from fillings to a frenectomy. Dr Bui and his staff are great at keeping kids calm and comfortable while doing what they need to do. Appointments are quick  waiting time is minimal  and scheduling is a breeze. I don't often recommend places  but I'd recommend this pediatric dentist in a breeze.
Health & Medical;Pediatric Dentists;Dentists,Dr. Bui is great.  He explains things thoroughly and is very understanding if you have questions.   We had a lot of work done and it was less then half of what I have had to pay in the past.  Would recommend this office most definitely.
Health & Medical;Pediatric Dentists;Dentists,Vanessa  Danni  Michelle were very helpful. We have been seeing Dr Bui for 8 years. Best pedi-dentist in town. Well worth our 40 minute drive!
Health & Medical;Pediatric Dentists;Dentists,"This review is long over due. Dr Bui is the best pediatric  dentist my son had ever seen. Dr Bui has so much patience and knowledge.  My 5 year old son had an infection on his gum due to a bad tooth. Dr Bui patiently took out his tooth. Actually this could have been prevented if we had allowed my son to be put to sleep so all his teeth could be worked on. That whole idea scared me. However after the incident of the gum Dr Bui agreed to try working on my son's teeth without putting him to sleep. His worry was my son might not be still. The good news is my Dr Bui managed to politely get my son to stay still throughout the 3 consecutive visits. My son had a tooth pulled out  3 fillings and a baby crown. I can't be more grateful.  Dr Bui was so professional and caring.  My son kept saying  ""I really like the dentist"".  One thing I almost forgot  my family was moving to another state pretty soon  the staff managed to get early appointments for us for all the procedure."
Health & Medical;Pediatric Dentists;Dentists,We have been dealing with Dr Bui for a few years now and we are absolutely love him and his whole entire staff! They deal with children fabulously   they are so patient and kind and I just really love the dynamics and how they deal with their little patience which are our little angels and they treat them like they're their little angels. I highly recommend Dr Bowie and his staff to treat your children
Health & Medical;Pediatric Dentists;Dentists,Dr.Bui is amazing and so is his friendly staff. My 4 year old just loves going to the dentist because of the staff and dr.bui being such a child friendly atmosphere. I definitely would recommend taking your child to this location.
Health & Medical;Pediatric Dentists;Dentists,"Not worth it. The hygienist helping Dr. Bui is as frustrated as he is. Any kid would fidget around after a 35 minute wait in the chair as Dr. Bui works on multiple kids at the same time  just coming in & out the room in the middle of the procedure! Also the whole  ""be good"" or you won't get any tokens for the prize machines is unnecessary. I can simply give my kid a quarter myself. No need for you to remind my nervous daughter to behave! I see others had the same problem here. I simply told them to stop talking about the tokens  who cares. He rather squeeze in as many patients as possible and is frustrated EASILY. Took my business elsewhere."
Health & Medical;Pediatric Dentists;Dentists,We switched to Cavity Busters upon a recommendation from a friend. My kids didn't have a good experience with the last dentist office and hated going to the dentist. Since switching  there has been no complaints. They love it!! Dr. Bui makes them feel so comfortable and he always cracking jokes. As a parent  it's nice to be greeted with a friendly smile and with courtesy. Natalie knows the meaning of customer service  which now a days is hard to find. Keep up the good work Cavity Busters!!!
Health & Medical;Pediatric Dentists;Dentists,"Dr. Bui   First and foremost  I would like to make it clear to you of the false statements written on my son's file regarding my alleged persistence in having his root canal done in the office. I may have insisted that they do the cleaning as well as take the proper X-rays needed to more accurately diagnose any issues he may have had  but to generalize and not be able to separate those details from the fact that I repeatedly told dr. Renalie that if she thought she would be able to successfully do the procedure there  that I was fine by it. I made it clear to her that since she was the professional  I would trust her judgement and support her decision to perform the root canal in the office. Nevertheless  if she truly felt that my son wasn't properly reacting to the nitrous oxide and saw the possible complications that may arise if she proceeded  I now truly question her ability to make the proper calls under the same circumstances. She still proceeded to have him wrapped even after seeing the extent of his resistance. And against my better judgement  I still trusted her decision to move forward. It is unbelievable that now and after all that was said and done  your office finds no remorse and is not willing to take even a part of the responsibility to what went wrong in my son's treatment. Anyone in their right mind would see that if your office strongly advised against it being done there  it wouldn't have been done  even if what they've noted in his file was true.  In hindsight  it was especially odd that your staff seemed to not be on the same page from the beginning of his treatment plan as on the day of his root canal  Dr. Renalie suggested targeting the side that needed the root canal but on the flip side  Gabby advised that they would be doing the fillings on the right side first since they were smaller. I am sure anyone would already see the inconsistency and red flags in that but again  against my better judgement  I chose to look past the ""minor"" miscommunication between your office personnel and continued to give your office the benefit of the doubt.  As far as suggesting that I seek a 2nd opinion  please be clear that I decided to seek the 2nd opinion on my own and after taking all of these facts in consideration. However  the notes inputted by Natalie falsely states that you and dr. Renalie recommended that I seek the 2nd opinion.  On a side note  I am not sure what your normal protocols are with regards to handwashing and changing gloves but I did  in my last two visits to your office including the day of my son's procedure  observe that your dental assistants still held and touched your X-ray equipment and such items like the X-ray protective gown after they've put on a clean pair of gloves and right before they had their hands in my son's mouth. I don't need to be an expert to see that that was unsettling for me to notice.  In conclusion  I am more disappointed in your staff's failure to take any type of responsibility  the manipulative tactic in using me as an escape goat in Dr. Renalie's error in decision making  but more so  entering false allegations in my son's file to protect your practice."
Health & Medical;Pediatric Dentists;Dentists,"I took my 5 year old son in last month for his first dentist visit...I know  5 years is a long time to wait (epic Mom fail). Anyway  turned out he had 12 cavities!! Yikes! two of them were on his front teeth and Dr. Bui was concerned he might have to cap those instead of only filling them. Dr. Bui is super nice and great with kids  he talks to them like they are people...not patients. I schedule the ""surgery"" because they suggested my son have this work done under anesthesia so it could be done all at once and he wouldn't hate the dentist for repeated visits (which it would have taken many) to get all of the cavities filled. When my son was finished with surgery  Dr. Bui came out and told me he was able to save the two front teeth by filling them in and all of the cavities were filled with tooth-colored fillings. They did a flouride treatment and cleaned his teeth and now his whole mouth looks beautiful again!!   I was so happy with Dr. Bui and the staff at Sahara Surgery Center. Thanks to everyone!"
Health & Medical;Pediatric Dentists;Dentists,Dr. Bui and his staff are amazing to both my kids and I. Service is fast and efficient. Although it is far from where I live it is worth the drive. My kids enjoy their play rooms but  of course what kid wouldn't love playing with iPads !!!!!!!!!!!!!!
Health & Medical;Pediatric Dentists;Dentists,Dr.Bui is so great with my kids that they are always excited to go get their teeth clean! Great staff and always get us in on time! I would recommend this place for anyone who have kids!
Health & Medical;Pediatric Dentists;Dentists,I love this dentist office. My daughter has been going to doctors all her life and this is one of the many few that she likes going to. The staff is very friendly and great with kids. When she starts getting scared they do everything they can to help her feel comfortable and are patient to wait to continue until she calms down. I have recommend this office to several friends and family and they have also enjoyed comming.
Health & Medical;Pediatric Dentists;Dentists,My wife and I brought our 20 month old twins in for their very first appointment.  Dr. Bui and his staff are fantastic.  They were very gentle with my kids and patient with my nervous wife.  I work in the medical field and know how hard it is to find the right doctor for your family.  Look no further  Dr. Bui at Cavitybusters is a guarantee win.
Health & Medical;Pediatric Dentists;Dentists,Dr. Bui and staff are awesome! Great customer service! most kids are scared of Dentists  but not mine! My kids look forward to coming here! I appreciate the friendly appointment reminders!
Health & Medical;Pediatric Dentists;Dentists,I'm not sure who had more fun here -- me or my kid. Who am I kidding... it was definitely me because I didn't have to get my teeth cleaned. This dentist office off of South Rainbow  across the street from the Arroyo shopping complex has a large lobby area with couches  a large TV  and a kid's play area with iPads loaded with plenty of  games.  The cleaning stations are located in one big room with no dividers with about four or five chairs  a couple TVs that were playing Ice Age and a cool super hero mural on the wall. That's plenty of stuff to distract some kids from getting their teeth cleaned  but not mine. My little guy was scared and didn't enjoy the experience. But  that's not a reflection on the staff. Dr. Bui  who is currently the only dentist working there  was fun  energetic  and patient. He did all he could to ease my son's fears and make it as pleasant as possible. With the amount of sweets my kid loves to shove in his face  I know we'll be back.
Health & Medical;Pediatric Dentists;Dentists,I love Dr. Bui and his staff. Everyone is great there! My kids love it here and they never had a bad experience. People are saying negative things  about this place  we've been coming here since my son was 3 and he's 8 now.  Dr Bui is very thorough with each exam  minimal wait time and the environment is very pleasant.  I'll be back every 6 months for my kids cleaning! Highly recommend this place!
Health & Medical;Pediatric Dentists;Dentists,I'm amazed at how awesome the team at Cavitybusters is. Vanessa & Dani at the front desk were both courteous & sweet. Angie  the assistant was so patient & good with my 3yo. Dr. Bui is SO GOOD with kids  it's remarkable. I'm glad my friend referred me to this place. Definitely made this an enjoyable experience for my babe's first dentist appt.
Health & Medical;Pediatric Dentists;Dentists,Great service my daughter really enjoyed her visit to the dentist clean place and knowledgable and friendly staff! We just moved here to Vegas and I was in search of a dentist for my daughter I found this place on Yelp and was completely satisfied.
Health & Medical;Pediatric Dentists;Dentists,We walked in for our first appointment and the place was great for kids!  The waiting room was decorated in a way that was calming to the kids.  The staff from the front desk to Dr. Bui were very friendly  warm  and sympathetic to the needs of each child.  They even have fun sunglasses so the light isn't to bright for the kids...and they're super fun.  One of my girls had to get a tooth pulled and Dr. Bui was awesome.  He was so fun in his conversation with my daughter that she didn't even realize that he pulled the tooth out until after when he told her.  It's rare these days to see someone who is really good at what he does for work and enjoy it at the same time.
Health & Medical;Pediatric Dentists;Dentists,We have been going to Dr. Bui for 5 years. My boys always have a positive experience. Friendly  knowledgeable staff.
Health & Medical;Pediatric Dentists;Dentists,Dr. Bui is arrogant to say the least. You cant even ask him questions or he gets flustered. Children are like numbers. The staff made so many billing problems they had me doing there work for them! All this and my children didn't even have cavities. Don't bother the Dr he thinks he is special..............
Health & Medical;Pediatric Dentists;Dentists,The best children's dentist!! Highly energetic and very good with helping kids through procedures and keeping them comfortable.  Love the look and feel of the office and the whole staff is wonderful!
Health & Medical;Pediatric Dentists;Dentists,"My sister who is currently a dentist in California referred Dr. Bui to us.  She went to dental school here in Las Vegas  and we told her to ask her colleagues who the best pediatric dentist here in town is and they all said  ""Dr. Bui!""  We have now been to Cavitybusters several times and each time he has not disappointed us.  He makes our son feel very comfortable and because of his positive experiences in the office  he is not afraid to go the dentist.  When we say he has a dentist appointment  he actually gets excited.   Our son now wants to be a dentist when he grows up!!!  When you visit Cavitybusters  you'll see that Dr. Bui has a passion for dentistry.  Through his jokes and distraction techniques  he makes sure kids feel comfortable while working on their teeth.  Thank you Dr. Bui and staff for everything that you do to ensure kids feel  at ease when going to the dentist."
